0, 486, -19.502830, 16.194090
1920, 432, 21.428460, 18.484390
1824, 432, 19.285610, 18.484390
1728, 432, 17.142770, 18.484390
1632, 432, 14.999920, 18.484390
1536, 432, 12.857080, 18.484390
1440, 432, 10.714230, 18.484400
1344, 432, 8.571383, 18.484390
1248, 432, 6.428536, 18.484390
1152, 432, 4.285694, 18.484390
1056, 432, 2.142850, 18.484390
960, 432, 0.000000, 18.484390
864, 432, -2.142846, 18.484390
768, 432, -4.285691, 18.484390
672, 432, -6.428539, 18.484390
576, 432, -8.571382, 18.484390
480, 432, -10.714230, 18.484390
384, 432, -12.857080, 18.484390
288, 432, -14.999920, 18.484390
192, 432, -17.142770, 18.484390
96, 432, -19.285610, 18.484390
0, 432, -21.428460, 18.484390
1920, 378, 23.776010, 21.276520
1824, 378, 21.398410, 21.276520
1728, 378, 19.020810, 21.276520
1632, 378, 16.643210, 21.276520
1536, 378, 14.265610, 21.276520
1440, 378, 11.888010, 21.276520
1344, 378, 9.510405, 21.276520
1248, 378, 7.132802, 21.276520
1152, 378, 4.755204, 21.276520
1056, 378, 2.377603, 21.276520
960, 378, 0.000000, 21.276520
864, 378, -2.377603, 21.276520
768, 378, -4.755202, 21.276520
672, 378, -7.132804, 21.276520
576, 378, -9.510405, 21.276520
480, 378, -11.888010, 21.276520
384, 378, -14.265610, 21.276520
288, 378, -16.643210, 21.276520
192, 378, -19.020810, 21.276520
96, 378, -21.398410, 21.276520
0, 378, -23.776010, 21.276520
1920, 324, 26.701220, 24.755690
1824, 324, 24.031100, 24.755690
1728, 324, 21.360970, 24.755690
1632, 324, 18.690860, 24.755690
1536, 324, 16.020740, 24.755690
1440, 324, 13.350610, 24.755690
1344, 324, 10.680490, 24.755690
1248, 324, 8.010368, 24.755690
1152, 324, 5.340246, 24.755690
1056, 324, 2.670126, 24.755690
960, 324, 0.000000, 24.755690
864, 324, -2.670120, 24.755690
768, 324, -5.340238, 24.755690
672, 324, -8.010367, 24.755690
576, 324, -10.680490, 24.755690
480, 324, -13.350610, 24.755690
384, 324, -16.020740, 24.755690
288, 324, -18.690860, 24.755690
192, 324, -21.360980, 24.755690
96, 324, -24.031100, 24.755690
0, 324, -26.701220, 24.755690
1920, 270, 30.447190, 29.211060
1824, 270, 27.402470, 29.211060
1728, 270, 24.357750, 29.211060
1632, 270, 21.313040, 29.211060
1536, 270, 18.268320, 29.211050
1440, 270, 15.223600, 29.211060
1344, 270, 12.178880, 29.211060
1248, 270, 9.134156, 29.211050
1152, 270, 6.089441, 29.211060
1056, 270, 3.044721, 29.211060
960, 270, 0.000000, 29.211050
864, 270, -3.044720, 29.211060
768, 270, -6.089438, 29.211060
672, 270, -9.134159, 29.211060
576, 270, -12.178880, 29.211060
480, 270, -15.223600, 29.211050
384, 270, -18.268320, 29.211060
288, 270, -21.313030, 29.211050
192, 270, -24.357760, 29.211060
96, 270, -27.402470, 29.211060
0, 270, -30.447190, 29.211060
1920, 216, 35.415740, 35.120530
1824, 216, 31.874170, 35.120530
1728, 216, 28.332590, 35.120530
1632, 216, 24.791020, 35.120530
1536, 216, 21.249450, 35.120530
1440, 216, 17.707880, 35.120530
1344, 216, 14.166300, 35.120530
1248, 216, 10.624720, 35.120530
1152, 216, 7.083148, 35.120530
1056, 216, 3.541575, 35.120520
960, 216, 0.000000, 35.120530
864, 216, -3.541576, 35.120520
768, 216, -7.083148, 35.120530
672, 216, -10.624730, 35.120530
576, 216, -14.166300, 35.120530
480, 216, -17.707870, 35.120530
384, 216, -21.249450, 35.120530
288, 216, -24.791020, 35.120530
192, 216, -28.332590, 35.120530
96, 216, -31.874170, 35.120530
0, 216, -35.415740, 35.120530
1920, 162, 42.322110, 43.334800
1824, 162, 38.089900, 43.334800
1728, 162, 33.857690, 43.334800
1632, 162, 29.625480, 43.334790
1536, 162, 25.393270, 43.334800
1440, 162, 21.161050, 43.334800
1344, 162, 16.928850, 43.334800
1248, 162, 12.696630, 43.334810
1152, 162, 8.464426, 43.334800
1056, 162, 4.232211, 43.334800
960, 162, 0.000000, 43.334800
864, 162, -4.232213, 43.334800
768, 162, -8.464423, 43.334800
672, 162, -12.696640, 43.334800
576, 162, -16.928840, 43.334800
480, 162, -21.161060, 43.334800
384, 162, -25.393270, 43.334800
288, 162, -29.625480, 43.334790
192, 162, -33.857700, 43.334800
96, 162, -38.089900, 43.334790
0, 162, -42.322110, 43.334800
1920, 108, 52.574610, 55.528850
1824, 108, 47.317150, 55.528860
1728, 108, 42.059690, 55.528870
1632, 108, 36.802230, 55.528860
1536, 108, 31.544770, 55.528860
1440, 108, 26.287300, 55.528860
1344, 108, 21.029840, 55.528850
1248, 108, 15.772380, 55.528870
1152, 108, 10.514930, 55.528870
1056, 108, 5.257465, 55.528860
960, 108, 0.000000, 55.528870
864, 108, -5.257463, 55.528860
768, 108, -10.514920, 55.528860
672, 108, -15.772390, 55.528860
576, 108, -21.029840, 55.528860
480, 108, -26.287300, 55.528870
384, 108, -31.544770, 55.528860
288, 108, -36.802220, 55.528860
192, 108, -42.059690, 55.528860
96, 108, -47.317140, 55.528860
0, 108, -52.574600, 55.528860
1920, 54, 69.382450, 75.519690
1824, 54, 62.444190, 75.519690
1728, 54, 55.505940, 75.519680
1632, 54, 48.567710, 75.519690
1536, 54, 41.629470, 75.519700
1440, 54, 34.691230, 75.519690
1344, 54, 27.752980, 75.519690
1248, 54, 20.814730, 75.519690
1152, 54, 13.876490, 75.519690
1056, 54, 6.938246, 75.519690
960, 54, 0.000000, 75.519700
864, 54, -6.938254, 75.519680
768, 54, -13.876480, 75.519690
672, 54, -20.814740, 75.519690
576, 54, -27.752970, 75.519700
480, 54, -34.691220, 75.519700
384, 54, -41.629480, 75.519690
288, 54, -48.567720, 75.519690
192, 54, -55.505950, 75.519700
96, 54, -62.444190, 75.519680
0, 54, -69.382450, 75.519680
1920, 0, 101.988200, 114.300100
1824, 0, 91.789380, 114.300100
1728, 0, 81.590560, 114.300100
1632, 0, 71.391760, 114.300100
1536, 0, 61.192920, 114.300100
1440, 0, 50.994110, 114.300100
1344, 0, 40.795280, 114.300100
1248, 0, 30.596460, 114.300100
1152, 0, 20.397650, 114.300100
1056, 0, 10.198830, 114.300100
960, 0, 0.000000, 114.300100
864, 0, -10.198820, 114.300100
768, 0, -20.397640, 114.300100
672, 0, -30.596470, 114.300100
576, 0, -40.795300, 114.300100
480, 0, -50.994090, 114.300100
384, 0, -61.192940, 114.300100
288, 0, -71.391750, 114.300100
192, 0, -81.590580, 114.300100
96, 0, -91.789380, 114.300100
0, 0, -101.988200, 114.300100
