1920, 1080, 9.807802, 4.663077
1824, 1080, 8.827021, 4.663077
1728, 1080, 7.846241, 4.663077
1632, 1080, 6.865461, 4.663076
1536, 1080, 5.884681, 4.663076
1440, 1080, 4.903901, 4.663076
1344, 1080, 3.923120, 4.663076
1248, 1080, 2.942341, 4.663077
1152, 1080, 1.961561, 4.663076
1056, 1080, 0.980781, 4.663076
960, 1080, 0.000000, 4.663076
864, 1080, -0.980780, 4.663077
768, 1080, -1.961561, 4.663076
672, 1080, -2.942341, 4.663076
576, 1080, -3.923120, 4.663076
480, 1080, -4.903901, 4.663076
384, 1080, -5.884681, 4.663076
288, 1080, -6.865460, 4.663076
192, 1080, -7.846242, 4.663076
96, 1080, -8.827021, 4.663076
0, 1080, -9.807802, 4.663077
1920, 1026, 10.272020, 5.215199
1824, 1026, 9.244817, 5.215199
1728, 1026, 8.217616, 5.215200
1632, 1026, 7.190416, 5.215201
1536, 1026, 6.163212, 5.215200
1440, 1026, 5.136011, 5.215200
1344, 1026, 4.108808, 5.215200
1248, 1026, 3.081606, 5.215200
1152, 1026, 2.054404, 5.215200
1056, 1026, 1.027202, 5.215200
960, 1026, 0.000000, 5.215200
864, 1026, -1.027203, 5.215200
768, 1026, -2.054404, 5.215199
672, 1026, -3.081607, 5.215200
576, 1026, -4.108808, 5.215200
480, 1026, -5.136011, 5.215200
384, 1026, -6.163212, 5.215199
288, 1026, -7.190414, 5.215201
192, 1026, -8.217615, 5.215200
96, 1026, -9.244818, 5.215200
0, 1026, -10.272020, 5.215200
1920, 972, 10.782340, 5.822175
1824, 972, 9.704111, 5.822175
1728, 972, 8.625875, 5.822175
1632, 972, 7.547644, 5.822175
1536, 972, 6.469408, 5.822175
1440, 972, 5.391172, 5.822175
1344, 972, 4.312938, 5.822175
1248, 972, 3.234703, 5.822175
1152, 972, 2.156469, 5.822175
1056, 972, 1.078234, 5.822175
960, 972, 0.000000, 5.822176
864, 972, -1.078235, 5.822175
768, 972, -2.156469, 5.822174
672, 972, -3.234703, 5.822175
576, 972, -4.312937, 5.822175
480, 972, -5.391172, 5.822175
384, 972, -6.469406, 5.822175
288, 972, -7.547641, 5.822175
192, 972, -8.625875, 5.822174
96, 972, -9.704113, 5.822174
0, 972, -10.782350, 5.822175
1920, 918, 11.346050, 6.492625
1824, 918, 10.211440, 6.492625
1728, 918, 9.076839, 6.492625
1632, 918, 7.942236, 6.492625
1536, 918, 6.807630, 6.492625
1440, 918, 5.673025, 6.492625
1344, 918, 4.538420, 6.492625
1248, 918, 3.403816, 6.492626
1152, 918, 2.269210, 6.492624
1056, 918, 1.134605, 6.492625
960, 918, 0.000000, 6.492626
864, 918, -1.134605, 6.492625
768, 918, -2.269210, 6.492624
672, 918, -3.403816, 6.492626
576, 918, -4.538420, 6.492624
480, 918, -5.673025, 6.492625
384, 918, -6.807629, 6.492625
288, 918, -7.942235, 6.492626
192, 918, -9.076841, 6.492625
96, 918, -10.211440, 6.492626
0, 918, -11.346050, 6.492625
1920, 864, 11.971920, 7.237030
1824, 864, 10.774730, 7.237029
1728, 864, 9.577538, 7.237030
1632, 864, 8.380346, 7.237029
1536, 864, 7.183154, 7.237030
1440, 864, 5.985961, 7.237030
1344, 864, 4.788769, 7.237031
1248, 864, 3.591576, 7.237030
1152, 864, 2.394385, 7.237030
1056, 864, 1.197193, 7.237031
960, 864, 0.000000, 7.237030
864, 864, -1.197193, 7.237030
768, 864, -2.394384, 7.237029
672, 864, -3.591577, 7.237029
576, 864, -4.788768, 7.237030
480, 864, -5.985962, 7.237030
384, 864, -7.183154, 7.237031
288, 864, -8.380346, 7.237031
192, 864, -9.577539, 7.237031
96, 864, -10.774730, 7.237031
0, 864, -11.971920, 7.237030
1920, 810, 12.670910, 8.068377
1824, 810, 11.403820, 8.068377
1728, 810, 10.136720, 8.068377
1632, 810, 8.869635, 8.068377
1536, 810, 7.602544, 8.068377
1440, 810, 6.335453, 8.068377
1344, 810, 5.068363, 8.068377
1248, 810, 3.801272, 8.068377
1152, 810, 2.534182, 8.068377
1056, 810, 1.267091, 8.068377
960, 810, 0.000000, 8.068377
864, 810, -1.267091, 8.068377
768, 810, -2.534181, 8.068377
672, 810, -3.801273, 8.068378
576, 810, -5.068363, 8.068377
480, 810, -6.335454, 8.068377
384, 810, -7.602544, 8.068377
288, 810, -8.869635, 8.068377
192, 810, -10.136720, 8.068377
96, 810, -11.403810, 8.068376
0, 810, -12.670910, 8.068378
1920, 756, 13.456540, 9.002795
1824, 756, 12.110880, 9.002796
1728, 756, 10.765230, 9.002794
1632, 756, 9.419575, 9.002794
1536, 756, 8.073921, 9.002794
1440, 756, 6.728268, 9.002794
1344, 756, 5.382614, 9.002794
1248, 756, 4.036960, 9.002794
1152, 756, 2.691308, 9.002794
1056, 756, 1.345654, 9.002794
960, 756, 0.000000, 9.002794
864, 756, -1.345654, 9.002794
768, 756, -2.691307, 9.002794
672, 756, -4.036961, 9.002796
576, 756, -5.382614, 9.002794
480, 756, -6.728269, 9.002791
384, 756, -8.073921, 9.002795
288, 756, -9.419575, 9.002794
192, 756, -10.765230, 9.002792
96, 756, -12.110880, 9.002796
0, 756, -13.456540, 9.002796
1920, 702, 14.346070, 10.060770
1824, 702, 12.911460, 10.060770
1728, 702, 11.476850, 10.060770
1632, 702, 10.042250, 10.060770
1536, 702, 8.607640, 10.060770
1440, 702, 7.173035, 10.060770
1344, 702, 5.738426, 10.060770
1248, 702, 4.303820, 10.060770
1152, 702, 2.869214, 10.060770
1056, 702, 1.434607, 10.060770
960, 702, 0.000000, 10.060770
864, 702, -1.434608, 10.060770
768, 702, -2.869213, 10.060770
672, 702, -4.303820, 10.060770
576, 702, -5.738426, 10.060770
480, 702, -7.173035, 10.060770
384, 702, -8.607641, 10.060770
288, 702, -10.042250, 10.060770
192, 702, -11.476850, 10.060770
96, 702, -12.911460, 10.060770
0, 702, -14.346070, 10.060770
1920, 648, 15.361510, 11.268510
1824, 648, 13.825350, 11.268510
1728, 648, 12.289200, 11.268510
1632, 648, 10.753050, 11.268510
1536, 648, 9.216903, 11.268510
1440, 648, 7.680753, 11.268510
1344, 648, 6.144602, 11.268510
1248, 648, 4.608451, 11.268510
1152, 648, 3.072303, 11.268510
1056, 648, 1.536151, 11.268510
960, 648, 0.000000, 11.268510
864, 648, -1.536151, 11.268510
768, 648, -3.072301, 11.268510
672, 648, -4.608452, 11.268510
576, 648, -6.144602, 11.268510
480, 648, -7.680753, 11.268510
384, 648, -9.216904, 11.268510
288, 648, -10.753050, 11.268510
192, 648, -12.289200, 11.268510
96, 648, -13.825350, 11.268510
0, 648, -15.361510, 11.268510
1920, 594, 16.531640, 12.660240
1824, 594, 14.878470, 12.660240
1728, 594, 13.225310, 12.660230
1632, 594, 11.572150, 12.660230
1536, 594, 9.918983, 12.660240
1440, 594, 8.265820, 12.660230
1344, 594, 6.612655, 12.660240
1248, 594, 4.959491, 12.660230
1152, 594, 3.306328, 12.660240
1056, 594, 1.653165, 12.660240
960, 594, 0.000000, 12.660230
864, 594, -1.653165, 12.660240
768, 594, -3.306328, 12.660240
672, 594, -4.959491, 12.660230
576, 594, -6.612655, 12.660230
480, 594, -8.265820, 12.660240
384, 594, -9.918983, 12.660240
288, 594, -11.572150, 12.660240
192, 594, -13.225310, 12.660230
96, 594, -14.878470, 12.660230
0, 594, -16.531640, 12.660240
1920, 540, 17.894740, 14.281470
1824, 540, 16.105260, 14.281470
1728, 540, 14.315790, 14.281470
1632, 540, 12.526320, 14.281470
1536, 540, 10.736840, 14.281470
1440, 540, 8.947368, 14.281470
1344, 540, 7.157894, 14.281470
1248, 540, 5.368421, 14.281470
1152, 540, 3.578948, 14.281470
1056, 540, 1.789474, 14.281470
960, 540, 0.000000, 14.281470
864, 540, -1.789475, 14.281470
768, 540, -3.578947, 14.281480
672, 540, -5.368422, 14.281470
576, 540, -7.157894, 14.281470
480, 540, -8.947368, 14.281470
384, 540, -10.736850, 14.281470
288, 540, -12.526320, 14.281470
192, 540, -14.315790, 14.281470
96, 540, -16.105260, 14.281470
0, 540, -17.894740, 14.281470
1920, 486, 19.502830, 16.194090
1824, 486, 17.552540, 16.194090
1728, 486, 15.602260, 16.194090
1632, 486, 13.651980, 16.194090
1536, 486, 11.701690, 16.194090
1440, 486, 9.751413, 16.194090
1344, 486, 7.801128, 16.194090
1248, 486, 5.850846, 16.194090
1152, 486, 3.900566, 16.194090
1056, 486, 1.950283, 16.194090
960, 486, 0.000000, 16.194090
864, 486, -1.950282, 16.194090
768, 486, -3.900566, 16.194090
672, 486, -5.850847, 16.194090
576, 486, -7.801128, 16.194090
480, 486, -9.751412, 16.194090
384, 486, -11.701690, 16.194090
288, 486, -13.651980, 16.194090
192, 486, -15.602260, 16.194090
96, 486, -17.552540, 16.194090
