1631, 481, 8, 10
1461, 481, 6, 10
1293, 481, 4, 10
1126, 481, 2, 10
957, 481, 0, 10
1535, 416, 8, 12
1392, 416, 6, 12
1247, 416, 4, 12
1102, 416, 2, 12
957, 416, 0, 12
1468, 366, 8, 14
1339, 366, 6, 14
1211, 366, 4, 14
1085, 366, 2, 14
957, 366, 0, 14
1413, 327, 8, 16
1299, 327, 6, 16
1184, 327, 4, 16
1072, 327, 2, 16
957, 327, 0, 16
1369, 295, 8, 18
1267, 295, 6, 18
1163, 295, 4, 18
1062, 295, 2, 18
958, 295, 0, 18
